"Authors","Author full names","Author(s) ID","Title","Year","Cited by","Link","Affiliations","Authors with affiliations","EID"
"Melo P.T.S.; Nunes J.C.; Otoni C.G.; Aouada F.A.; de Moura M.R.","Melo, Pamela Thais S. (57194203608); Nunes, Juliana C. (57204457445); Otoni, Caio G. (36651339200); Aouada, Fauze A. (8525890000); de Moura, Marcia R. (57218324841)","57194203608; 57204457445; 36651339200; 8525890000; 57218324841","Combining Cupuassu (Theobroma grandiflorum) Puree, Pectin, and Chitosan Nanoparticles into Novel Edible Films for Food Packaging Applications","2019","30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068509130&doi=10.1111%2f1750-3841.14685&partnerID=40&md5=e5e459f22883cfbfda32a644be34f2cf","Dept. de Física e Química, Faculdade de Engenharia de Ilha Solteira, Univ. Estadual Paulista, Ilha Solteira, 15385-000, SP, Brazil; Inst. de Química, Univ. Estadual de Campinas, Caixa Postal 6154, Campinas, 13083–970, SP, Brazil","Melo P.T.S., Dept. de Física e Química, Faculdade de Engenharia de Ilha Solteira, Univ. Estadual Paulista, Ilha Solteira, 15385-000, SP, Brazil; Nunes J.C., Dept. de Física e Química, Faculdade de Engenharia de Ilha Solteira, Univ. Estadual Paulista, Ilha Solteira, 15385-000, SP, Brazil; Otoni C.G., Inst. de Química, Univ. Estadual de Campinas, Caixa Postal 6154, Campinas, 13083–970, SP, Brazil; Aouada F.A., Dept. de Física e Química, Faculdade de Engenharia de Ilha Solteira, Univ. Estadual Paulista, Ilha Solteira, 15385-000, SP, Brazil; de Moura M.R., Dept. de Física e Química, Faculdade de Engenharia de Ilha Solteira, Univ. Estadual Paulista, Ilha Solteira, 15385-000, SP, Brazil","2-s2.0-85068509130"
"Akyuz L.; Kaya M.; Mujtaba M.; Ilk S.; Sargin I.; Salaberria A.M.; Labidi J.; Cakmak Y.S.; Islek C.","Akyuz, Lalehan (55329838500); Kaya, Murat (35240042500); Mujtaba, Muhammad (56704961200); Ilk, Sedef (57189322968); Sargin, Idris (55764306200); Salaberria, Asier M. (56173118600); Labidi, Jalel (6602319526); Cakmak, Yavuz S. (55886005000); Islek, Cemil (24765880900)","55329838500; 35240042500; 56704961200; 57189322968; 55764306200; 56173118600; 6602319526; 55886005000; 24765880900","Supplementing capsaicin with chitosan-based films enhanced the anti-quorum sensing, antimicrobial, antioxidant, transparency, elasticity and hydrophobicity","2018","54","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046027626&doi=10.1016%2fj.ijbiomac.2018.04.040&partnerID=40&md5=eab2770788fd0c9c4be90c757e03884b","Aksaray University, Techenical Vocational School, Department of Chemistry Technology, Aksaray, 68100, Turkey; Aksaray University, Faculty of Science and Letters, Department of Biotechnology and Molecular Biology, Aksaray, 68100, Turkey; Central Laboratory Research Center, Ömer Halisdemir University, Niğde, 51240, Turkey; Biorefinery Processes Research Group, Department of Chemical and Environmental Engineering, University of the Basque Country (UPV/EHU), Plaza Europa 1, Donostia-San Sebastian, 20018, Spain; Faculty of Ayhan Şahenk Agricultural Sciences and Technologies, Ömer Halisdemir University, Nigde, 51240, Turkey; Institute of Biotechnology, Ankara University, Ankara, 06110, Turkey","Akyuz L., Aksaray University, Techenical Vocational School, Department of Chemistry Technology, Aksaray, 68100, Turkey; Kaya M., Aksaray University, Faculty of Science and Letters, Department of Biotechnology and Molecular Biology, Aksaray, 68100, Turkey; Mujtaba M., Aksaray University, Faculty of Science and Letters, Department of Biotechnology and Molecular Biology, Aksaray, 68100, Turkey, Institute of Biotechnology, Ankara University, Ankara, 06110, Turkey; Ilk S., Central Laboratory Research Center, Ömer Halisdemir University, Niğde, 51240, Turkey; Sargin I., Aksaray University, Faculty of Science and Letters, Department of Biotechnology and Molecular Biology, Aksaray, 68100, Turkey; Salaberria A.M., Biorefinery Processes Research Group, Department of Chemical and Environmental Engineering, University of the Basque Country (UPV/EHU), Plaza Europa 1, Donostia-San Sebastian, 20018, Spain; Labidi J., Biorefinery Processes Research Group, Department of Chemical and Environmental Engineering, University of the Basque Country (UPV/EHU), Plaza Europa 1, Donostia-San Sebastian, 20018, Spain; Cakmak Y.S., Aksaray University, Faculty of Science and Letters, Department of Biotechnology and Molecular Biology, Aksaray, 68100, Turkey; Islek C., Faculty of Ayhan Şahenk Agricultural Sciences and Technologies, Ömer Halisdemir University, Nigde, 51240, Turkey","2-s2.0-85046027626"
"Hoffmann T.G.; Peters D.A.; Angioletti B.L.; Bertoli S.L.; Péres L.V.; Ratto Reiter M.G.; de Souza C.K.","Hoffmann, Tuany Gabriela (57209271683); Peters, Daniel Amaral (57209268102); Angioletti, Betina Louise (57209273391); Bertoli, Sávio Leandro (7003615316); Péres, Leonardo Vieira (57209271498); Ratto Reiter, Mercedes Gabriela (8977075200); de Souza, Carolina Krebs (57194237932)","57209271683; 57209268102; 57209273391; 7003615316; 57209271498; 8977075200; 57194237932","Potentials nanocomposites in food packaging","2019","39","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067117799&doi=10.3303%2fCET1975043&partnerID=40&md5=bc680f76456ba7553ef37e26c82926ef","Regional University of Blumenau, Department of Chemical Engineering, Blumenau, Brazil; Regional University of Blumenau, Department of Medicine, Blumenau, Brazil; Regional University of Blumenau, Department of Natural Sciences, Blumenau, Brazil","Hoffmann T.G., Regional University of Blumenau, Department of Chemical Engineering, Blumenau, Brazil; Peters D.A., Regional University of Blumenau, Department of Chemical Engineering, Blumenau, Brazil; Angioletti B.L., Regional University of Blumenau, Department of Chemical Engineering, Blumenau, Brazil; Bertoli S.L., Regional University of Blumenau, Department of Chemical Engineering, Blumenau, Brazil; Péres L.V., Regional University of Blumenau, Department of Medicine, Blumenau, Brazil; Ratto Reiter M.G., Regional University of Blumenau, Department of Natural Sciences, Blumenau, Brazil; de Souza C.K., Regional University of Blumenau, Department of Chemical Engineering, Blumenau, Brazil","2-s2.0-85067117799"
"Robledo N.; Vera P.; López L.; Yazdani-Pedram M.; Tapia C.; Abugoch L.","Robledo, Nancy (57197720195); Vera, Paola (57197711294); López, Luis (57214393490); Yazdani-Pedram, Mehrdad (7003761834); Tapia, Cristian (7003541892); Abugoch, Lilian (6602759886)","57197720195; 57197711294; 57214393490; 7003761834; 7003541892; 6602759886","Thymol nanoemulsions incorporated in quinoa protein/chitosan edible films; antifungal effect in cherry tomatoes","2018","134","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034083945&doi=10.1016%2fj.foodchem.2017.11.032&partnerID=40&md5=8d1fa6aa4c2a6242baa84d3f30497acd","Departamento de Ciencia de los Alimentos y Tecnología Química, Facultad de Ciencias Químicas y Farmacéuticas, Universidad de Chile, Santos Dumont 964, Santiago, Chile; Facultad de Ciencias Químicas y Farmacéuticas, Universidad de Chile, Sergio Livingstone 1007, Santiago, Chile","Robledo N., Departamento de Ciencia de los Alimentos y Tecnología Química, Facultad de Ciencias Químicas y Farmacéuticas, Universidad de Chile, Santos Dumont 964, Santiago, Chile; Vera P., Departamento de Ciencia de los Alimentos y Tecnología Química, Facultad de Ciencias Químicas y Farmacéuticas, Universidad de Chile, Santos Dumont 964, Santiago, Chile; López L., Departamento de Ciencia de los Alimentos y Tecnología Química, Facultad de Ciencias Químicas y Farmacéuticas, Universidad de Chile, Santos Dumont 964, Santiago, Chile; Yazdani-Pedram M., Facultad de Ciencias Químicas y Farmacéuticas, Universidad de Chile, Sergio Livingstone 1007, Santiago, Chile; Tapia C., Departamento de Ciencia de los Alimentos y Tecnología Química, Facultad de Ciencias Químicas y Farmacéuticas, Universidad de Chile, Santos Dumont 964, Santiago, Chile; Abugoch L., Departamento de Ciencia de los Alimentos y Tecnología Química, Facultad de Ciencias Químicas y Farmacéuticas, Universidad de Chile, Santos Dumont 964, Santiago, Chile","2-s2.0-85034083945"
"Augusto A.; Dias J.R.; Campos M.J.; Alves N.M.; Pedrosa R.; Silva S.F.J.","Augusto, Ana (57188591326); Dias, Juliana R. (55493446000); Campos, Maria J. (57221016081); Alves, Nuno M. (57196495914); Pedrosa, Rui (7005010300); Silva, Susana F.J. (57188581204)","57188591326; 55493446000; 57221016081; 57196495914; 7005010300; 57188581204","Influence of codium tomentosum extract in the properties of alginate and chitosan edible films","2018","35","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056620108&doi=10.3390%2ffoods7040053&partnerID=40&md5=66dd8596e8012054360aefd1bcf05119","MARE-Marine and Environmental Sciences Centre, ESTM, Instituto Politécnico de Leiria, Peniche, 2520-641, Portugal; Centre for Rapid and Sustainable Product Development (CDRsp), Instituto Politécnico de Leiria, Marinha Grande, 2430-028, Portugal; I3S-Instituto de Investigação e Inovação em Saúde, Universidade do Porto, Porto, 4200-135, Portugal; INEB-Instituto de Engenharia Biomédica, Universidade do Porto, Porto, 4150-180, Portugal","Augusto A., MARE-Marine and Environmental Sciences Centre, ESTM, Instituto Politécnico de Leiria, Peniche, 2520-641, Portugal; Dias J.R., Centre for Rapid and Sustainable Product Development (CDRsp), Instituto Politécnico de Leiria, Marinha Grande, 2430-028, Portugal, I3S-Instituto de Investigação e Inovação em Saúde, Universidade do Porto, Porto, 4200-135, Portugal, INEB-Instituto de Engenharia Biomédica, Universidade do Porto, Porto, 4150-180, Portugal; Campos M.J.; Alves N.M., MARE-Marine and Environmental Sciences Centre, ESTM, Instituto Politécnico de Leiria, Peniche, 2520-641, Portugal; Pedrosa R., MARE-Marine and Environmental Sciences Centre, ESTM, Instituto Politécnico de Leiria, Peniche, 2520-641, Portugal; Silva S.F.J., MARE-Marine and Environmental Sciences Centre, ESTM, Instituto Politécnico de Leiria, Peniche, 2520-641, Portugal","2-s2.0-85056620108"
"Martínez O.; Salmerón J.; Epelde L.; Vicente M.S.; de Vega C.","Martínez, Olaia (7103143839); Salmerón, Jesús (8594175800); Epelde, Leire (57196472001); Vicente, M.Soledad (7102624764); de Vega, Carmen (6508051725)","7103143839; 8594175800; 57196472001; 7102624764; 6508051725","Quality enhancement of smoked sea bass (Dicentrarchus labrax) fillets by adding resveratrol and coating with chitosan and alginate edible films","2018","48","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033438903&doi=10.1016%2fj.foodcont.2017.10.003&partnerID=40&md5=9091893ee4fdc92fe3ce0c7be62525d3","Department of Pharmacy and Food Science, Faculty of Pharmacy, University of the Basque Country UPV/EHU, Paseo de la Universidad, 7, Vitoria-Gasteiz, 01006, Araba, Basque Country, Spain","Martínez O., Department of Pharmacy and Food Science, Faculty of Pharmacy, University of the Basque Country UPV/EHU, Paseo de la Universidad, 7, Vitoria-Gasteiz, 01006, Araba, Basque Country, Spain; Salmerón J., Department of Pharmacy and Food Science, Faculty of Pharmacy, University of the Basque Country UPV/EHU, Paseo de la Universidad, 7, Vitoria-Gasteiz, 01006, Araba, Basque Country, Spain; Epelde L., Department of Pharmacy and Food Science, Faculty of Pharmacy, University of the Basque Country UPV/EHU, Paseo de la Universidad, 7, Vitoria-Gasteiz, 01006, Araba, Basque Country, Spain; Vicente M.S., Department of Pharmacy and Food Science, Faculty of Pharmacy, University of the Basque Country UPV/EHU, Paseo de la Universidad, 7, Vitoria-Gasteiz, 01006, Araba, Basque Country, Spain; de Vega C., Department of Pharmacy and Food Science, Faculty of Pharmacy, University of the Basque Country UPV/EHU, Paseo de la Universidad, 7, Vitoria-Gasteiz, 01006, Araba, Basque Country, Spain","2-s2.0-85033438903"
"Marcet I.; Sáez S.; Rendueles M.; Díaz M.","Marcet, Ismael (36080793400); Sáez, Sara (57201853786); Rendueles, Manuel (6701769326); Díaz, Mario (35479005400)","36080793400; 57201853786; 6701769326; 35479005400","Edible films from residual delipidated egg yolk proteins","2017","21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029813671&doi=10.1007%2fs13197-017-2861-8&partnerID=40&md5=5e08cb845b3d68077e70f62b19d7ee4a","Department of Chemical and Environmental Engineering, University of Oviedo, C/ Julián Clavería 8, Oviedo, 33006, Spain","Marcet I., Department of Chemical and Environmental Engineering, University of Oviedo, C/ Julián Clavería 8, Oviedo, 33006, Spain; Sáez S., Department of Chemical and Environmental Engineering, University of Oviedo, C/ Julián Clavería 8, Oviedo, 33006, Spain; Rendueles M., Department of Chemical and Environmental Engineering, University of Oviedo, C/ Julián Clavería 8, Oviedo, 33006, Spain; Díaz M., Department of Chemical and Environmental Engineering, University of Oviedo, C/ Julián Clavería 8, Oviedo, 33006, Spain","2-s2.0-85029813671"
"Nascimento F.V.; Almeida G.K.; Silva S.J.N.; Bender R.J.","Nascimento, F.V. (56480196900); Almeida, G.K. (57202049130); Silva, S.J.N. (57202047014); Bender, R.J. (7102960761)","56480196900; 57202049130; 57202047014; 7102960761","Coatings based on chitosan and carnauba wax for postharvest use on ‘Rocha’ pears","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046941266&doi=10.17660%2fActaHortic.2018.1194.41&partnerID=40&md5=ca060f88cfc597295b78d55b3da5ee64","Postharvest Lab. (DHS-Agronomy), PPG Fitotecnia, Universidade Federal do Rio Grande do Sul, Porto Alegre-RS, Brazil","Nascimento F.V., Postharvest Lab. (DHS-Agronomy), PPG Fitotecnia, Universidade Federal do Rio Grande do Sul, Porto Alegre-RS, Brazil; Almeida G.K., Postharvest Lab. (DHS-Agronomy), PPG Fitotecnia, Universidade Federal do Rio Grande do Sul, Porto Alegre-RS, Brazil; Silva S.J.N., Postharvest Lab. (DHS-Agronomy), PPG Fitotecnia, Universidade Federal do Rio Grande do Sul, Porto Alegre-RS, Brazil; Bender R.J., Postharvest Lab. (DHS-Agronomy), PPG Fitotecnia, Universidade Federal do Rio Grande do Sul, Porto Alegre-RS, Brazil","2-s2.0-85046941266"
"Cui H.; Yuan L.; Lin L.","Cui, Haiying (55311816300); Yuan, Lu (57192691895); Lin, Lin (55234809100)","55311816300; 57192691895; 55234809100","Novel chitosan film embedded with liposome-encapsulated phage for biocontrol of Escherichia coli O157:H7 in beef","2017","89","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028941660&doi=10.1016%2fj.carbpol.2017.08.137&partnerID=40&md5=2e2cde3a83f27b204aa6146be92ff578","School of Food and Biological Engineering, Jiangsu University, Zhenjiang, 212013, China","Cui H., School of Food and Biological Engineering, Jiangsu University, Zhenjiang, 212013, China; Yuan L., School of Food and Biological Engineering, Jiangsu University, Zhenjiang, 212013, China; Lin L., School of Food and Biological Engineering, Jiangsu University, Zhenjiang, 212013, China","2-s2.0-85028941660"
"Nunes J.C.; Melo P.T.S.; Aouada F.A.; De Moura M.R.","Nunes, Juliana C. (57204457445); Melo, Pamela Thais S. (57194203608); Aouada, Fauze A. (8525890000); De Moura, Marcia R. (57218324841)","57204457445; 57194203608; 8525890000; 57218324841","Influence of lemon nanoemulsion in films gelatin-based; [INFLUÊNCIA DA NANOEMULSÃO DE ÓLEO ESSENCIAL DE LIMÃO EM FILMES À BASE DE GELATINA]","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055626357&doi=10.21577%2f0100-4042.20170277&partnerID=40&md5=fe628852de654bd633e3c0d655232e00","Departamento de Física e Química, Faculdade de Engenharia de Ilha Solteira, Universidade Estadual Paulista, Ilha Solteira - SP, 15385-000, Brazil","Nunes J.C., Departamento de Física e Química, Faculdade de Engenharia de Ilha Solteira, Universidade Estadual Paulista, Ilha Solteira - SP, 15385-000, Brazil; Melo P.T.S., Departamento de Física e Química, Faculdade de Engenharia de Ilha Solteira, Universidade Estadual Paulista, Ilha Solteira - SP, 15385-000, Brazil; Aouada F.A., Departamento de Física e Química, Faculdade de Engenharia de Ilha Solteira, Universidade Estadual Paulista, Ilha Solteira - SP, 15385-000, Brazil; De Moura M.R., Departamento de Física e Química, Faculdade de Engenharia de Ilha Solteira, Universidade Estadual Paulista, Ilha Solteira - SP, 15385-000, Brazil","2-s2.0-85055626357"
"Mubarak A.; Othman Z.S.; Karim N.U.","Mubarak, Aidilla (54796803900); Othman, Zakirah Safi (57209659878); Karim, Nurul Ulfah (36698072100)","54796803900; 57209659878; 36698072100","Gelatin chitosan film incorporated with clove essential oil for retaining quality of silver pomfret fish fillet","2019","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068386377&partnerID=40&md5=4b6964e5a5653027407703fb2d92b17e","School of Food Science and Technology, Universiti Malaysia Terengganu, Kuala Nerus, Terengganu, 21030, Malaysia; School School of Fisheries and Aquaculture Science, Universiti Malaysia Terengganu, Kuala Nerus, Terengganu, 21030, Malaysia","Mubarak A., School of Food Science and Technology, Universiti Malaysia Terengganu, Kuala Nerus, Terengganu, 21030, Malaysia; Othman Z.S., School of Food Science and Technology, Universiti Malaysia Terengganu, Kuala Nerus, Terengganu, 21030, Malaysia; Karim N.U., School School of Fisheries and Aquaculture Science, Universiti Malaysia Terengganu, Kuala Nerus, Terengganu, 21030, Malaysia","2-s2.0-85068386377"
