"Authors","Author full names","Author(s) ID","Title","Year","Cited by","Link","Correspondence Address"
"Karkar B.; Patır İ.; Eyüboğlu S.; Şahin S.","Karkar, Büşra (57208795183); Patır, İlkyaz (58195414300); Eyüboğlu, Serenay (58196163800); Şahin, Saliha (15027401600)","57208795183; 58195414300; 58196163800; 15027401600","Development of an edible active chitosan film loaded with Nigella sativa L. extract to extend the shelf life of grapes","2023","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153482162&doi=10.1016%2fj.bcab.2023.102708&partnerID=40&md5=26efdf15114e827d08392db961377555","S. Şahin; Department of Chemistry, Faculty of Science and Arts, Bursa Uludag University, Bursa, Turkey; email: salihabilgi@uludag.edu.tr"
"Wardana A.A.; Wigati L.P.; Tanaka F.; Tanaka F.","Wardana, Ata Aditya (57200366579); Wigati, Laras Putri (57557254900); Tanaka, Fumina (56297667700); Tanaka, Fumihiko (57195377796)","57200366579; 57557254900; 56297667700; 57195377796","Functional enhancement of hydroxypropyl cellulose-based bionanocomposite films incorporating chitosan nanoparticles","2023","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138673128&doi=10.1111%2fijfs.16071&partnerID=40&md5=83b09ae7002a487a0453d543cf89b9ce","F. Tanaka; Laboratory of Postharvest Science, Faculty of Agriculture, Kyushu University, Fukuoka, W5-873,744, Motooka, Nishi-ku, Fukuoka-shi, 819-0395, Japan; email: fumit@bpes.kyushu-u.ac.jp"
"Pandia-Estrada S.; Romero-Santivañez R.","Pandia-Estrada, Silvia (57224768783); Romero-Santivañez, Renzo (57224785005)","57224768783; 57224785005","Optimization of marine origin edible films and incorporation of oregano extract for the evaluation of their properties; [Optimización de películas comestibles de origen marino e incorporación de extracto de orégano para la evaluación de sus propiedades]","2023","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153333145&doi=10.21930%2fRCTA.VOL24_NUM1_ART%3a2884&partnerID=40&md5=6db363978c2eea8e032e179373263fc7","S. Pandia-Estrada; Instituto Tecnológico de la Producción, Callao, carretera a Ventanilla, km 5,2, Peru; email: spandia@itp.gob.pe"
"Azizah F.; Nursakti H.; Ningrum A.; Supriyadi","Azizah, Farrah (57782230500); Nursakti, Herwinda (58248878300); Ningrum, Andriati (56217468000); Supriyadi (58502356000)","57782230500; 58248878300; 56217468000; 58502356000","Development of Edible Composite Film from Fish Gelatin–Pectin Incorporated with Lemongrass Essential Oil and Its Application in Chicken Meat","2023","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159320417&doi=10.3390%2fpolym15092075&partnerID=40&md5=95b2d412e97bd84dbe687bf7374e67e9","A. Ningrum; Department of Food and Agricultural Product Technology, Faculty of Agricultural Technology, Universitas Gadjah Mada, Yogyakarta, Flora Street no. 1, Bulaksumur, 55281, Indonesia; email: andriati_ningrum@ugm.ac.id"
"Erceg T.; Šovljanski O.; Stupar A.; Ugarković J.; Aćimović M.; Pezo L.; Tomić A.; Todosijević M.","Erceg, Tamara (57193313942); Šovljanski, Olja (57199720757); Stupar, Alena (56964443800); Ugarković, Jovana (57844308500); Aćimović, Milica (54381326700); Pezo, Lato (8415644100); Tomić, Ana (57557464900); Todosijević, Marina (54900524500)","57193313942; 57199720757; 56964443800; 57844308500; 54381326700; 8415644100; 57557464900; 54900524500","A comprehensive approach to chitosan-gelatine edible coating with β-cyclodextrin/lemongrass essential oil inclusion complex — Characterization and food application","2023","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145284809&doi=10.1016%2fj.ijbiomac.2022.12.132&partnerID=40&md5=b2bccbff5ab58cfef26ce54f198572da","T. Erceg; University of Novi Sad, Faculty of Technology Novi Sad, Novi Sad, Bulevar cara Lazara 1, 21 000, Serbia; email: tamara.erceg@uns.ac.rs"
"Muñoz-Tebar N.; Pérez-Álvarez J.A.; Fernández-López J.; Viuda-Martos M.","Muñoz-Tebar, Nuria (57204517951); Pérez-Álvarez, José A. (7004684713); Fernández-López, Juana (35236747400); Viuda-Martos, Manuel (23468326500)","57204517951; 7004684713; 35236747400; 23468326500","Chitosan Edible Films and Coatings with Added Bioactive Compounds: Antibacterial and Antioxidant Properties and Their Application to Food Products: A Review","2023","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146713799&doi=10.3390%2fpolym15020396&partnerID=40&md5=ff0112cf75a8464ef328861e70de6a77","M. Viuda-Martos; IPOA Research Group, Agro-Food Technology Department, Centro de Investigación e Innovación Agroalimentaria y Agroambiental (CIAGRO-UMH), Miguel Hernández University, Orihuela, 03312, Spain; email: mviuda@umh.es"
"Hernández M.S.; Ludueña L.N.; Flores S.K.","Hernández, Maury S. (57948486800); Ludueña, Leandro N. (16230518700); Flores, Silvia K. (23977886600)","57948486800; 16230518700; 23977886600","Citric acid, chitosan and oregano essential oil impact on physical and antimicrobial properties of cassava starch films","2023","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149830334&doi=10.1016%2fj.carpta.2023.100307&partnerID=40&md5=7aa0d3bb0dee92680d2f43043e3c4ec1","S.K. Flores; Departamento de Industrias, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Intendente Guiraldes 2620, 1428 Ciudad Autónoma de Buenos Aires, Argentina; email: sflores@di.fcen.uba.ar"
"Bhan C.; Asrey R.; Meena N.K.; Rudra S.G.; Chawla G.; Kumar R.; Kumar R.","Bhan, Chander (57951217000); Asrey, Ram (24558695500); Meena, Nirmal Kumar (57196184789); Rudra, Shalini Gaur (57035119500); Chawla, Gautam (6603782843); Kumar, Raju (58109676500); Kumar, Rajesh (57223379009)","57951217000; 24558695500; 57196184789; 57035119500; 6603782843; 58109676500; 57223379009","Guar gum and chitosan-based composite edible coating extends the shelf life and preserves the bioactive compounds in stored Kinnow fruits","2022","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141116495&doi=10.1016%2fj.ijbiomac.2022.10.068&partnerID=40&md5=8c0419c3ce9a62e6afef1fb4906d4d76","R. Asrey; Division of Food Science & Postharvest Technology, ICAR - Indian Agricultural Research Institute, New Delhi, India; email: ramu_211@yahoo.com"
"Matloob A.; Ayub H.; Mohsin M.; Ambreen S.; Khan F.A.; Oranab S.; Rahim M.A.; Khalid W.; Nayik G.A.; Ramniwas S.; Ercisli S.","Matloob, Anam (58544663500); Ayub, Hudda (58544328300); Mohsin, Muhammad (58544494000); Ambreen, Saadia (57226169534); Khan, Faima Atta (58544494100); Oranab, Sadaf (57208411661); Rahim, Muhammad Abdul (57285576700); Khalid, Waseem (57224659489); Nayik, Gulzar Ahmad (56044098100); Ramniwas, Seema (23978507900); Ercisli, Sezai (23392282200)","58544663500; 58544328300; 58544494000; 57226169534; 58544494100; 57208411661; 57285576700; 57224659489; 56044098100; 23978507900; 23392282200","A Review on Edible Coatings and Films: Advances, Composition, Production Methods, and Safety Concerns","2023","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168488751&doi=10.1021%2facsomega.3c03459&partnerID=40&md5=a740a26f3bd58d57c2c23188961b0c43","M.A. Rahim; Department of Food Science, Faculty of Life Science, Government College University Faisalabad, Faisalabad, 38000, Pakistan; email: abdul.rahim@gcuf.edu.pk; W. Khalid; University Institute of Food Science and Technology, The University of Lahore, Lahore, 54000, Pakistan; email: waseemkhalid@gcuf.edu.pk; G.A. Nayik; Department of Food Science & Technology, Government Degree College Shopian, Jammu and Kashmir, Gagran, 192303, India; email: gulzarnaik@gmail.com; S. Ercisli; Department of Horticulture, Faculty of Agriculture, Ataturk University, Erzurum, 25240, Turkey; email: sercisli@atauni.edu.tr"
"Ratna; Ulfariati C.; Yusmanizar; Aprilia S.; Rahmiati; Munawar A.A.","Ratna (57207890186); Ulfariati, Cut (58288953400); Yusmanizar (57208721247); Aprilia, Sri (55734483800); Rahmiati (58289604300); Munawar, Agus Arip (56515099300)","57207890186; 58288953400; 57208721247; 55734483800; 58289604300; 56515099300","Development of biocomposite edible film food packaging based on gelatin from chicken claw waste","2023","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160217928&doi=10.1016%2fj.cscee.2023.100371&partnerID=40&md5=bc88fe1b43a7b649cc614949321d07a1","Ratna; Department of Agricultural Engineering, Universitas Syiah Kuala, Banda Aceh, Darussalam, 23111, Indonesia; email: ratna@unsyiah.ac.id"
"Ghasemi S.; Jaldani S.; Sanaei F.; Ghiafehshirzadi A.; Alidoost A.; Hashemi M.; Hossaeini Marashi S.M.; Khodaiyan F.; Noori S.M.A.","Ghasemi, Sajjad (57540423900); Jaldani, Shima (58172747600); Sanaei, Farideh (58174252900); Ghiafehshirzadi, Asiyeh (58173394800); Alidoost, Ahmadreza (58172747700); Hashemi, Mohammad (56830108100); Hossaeini Marashi, Sayed Mahdi (57254420100); Khodaiyan, Faramarz (16042465200); Noori, Seyyed Mohammad Ali (56010771700)","57540423900; 58172747600; 58174252900; 58173394800; 58172747700; 56830108100; 57254420100; 16042465200; 56010771700","Application of alginate polymer films and coatings incorporated with essential oils in foods: A review of recent literature with emphasis on nanotechnology","2023","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151848697&doi=10.1515%2fijfe-2022-0284&partnerID=40&md5=45fd588904e6fc08f24bae5aa7af1d1e","S.M.A. Noori; Toxicology Research Center, Medical Basic Sciences Research Institute, Ahvaz Jundishapur University of Medical Sciences, Ahvaz, Iran; email: sma.noori@gmail.com"
"Mishra V.; Tarafdar A.; Talukder S.; Mendiratta S.K.; Agrawal R.K.; Jaiswal R.K.; Bomminayuni G.P.","Mishra, V. (43861540100); Tarafdar, Ayon (57194015438); Talukder, S. (36645006600); Mendiratta, S.K. (7006456271); Agrawal, R.K. (8594573300); Jaiswal, R.K. (57202575622); Bomminayuni, G.P. (58144576900)","43861540100; 57194015438; 36645006600; 7006456271; 8594573300; 57202575622; 58144576900","Enhancing the shelf life of chevon Seekh Kabab using chitosan edible film and Cinnamomum zeylanicum essential oil","2023","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150238465&doi=10.1007%2fs13197-023-05723-1&partnerID=40&md5=52ba2c8257ec8ccf24b924fe3fca0053","S. Talukder; Division of Livestock Products Technology, ICAR- Indian Veterinary Research Institute, Bareilly, Izatnagar, Uttar Pradesh, 243122, India; email: drttalukder@gmail.com"
"Al-Hilifi S.A.; Al-Ibresam O.T.; Al-Hatim R.R.; Al-Ali R.M.; Maslekar N.; Yao Y.; Agarwal V.","Al-Hilifi, Sawsan A. (57213144657); Al-Ibresam, Orass T. (57942603100); Al-Hatim, Raqad R. (57217488721); Al-Ali, Rawdah M. (57213160243); Maslekar, Namrata (57219704234); Yao, Yin (57193345612); Agarwal, Vipul (53981137700)","57213144657; 57942603100; 57217488721; 57213160243; 57219704234; 57193345612; 53981137700","Development of Chitosan/Whey Protein Hydrolysate Composite Films for Food Packaging Application","2023","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151156413&doi=10.3390%2fjcs7030094&partnerID=40&md5=823c90e8792a885fce4d53863e5b7bc7","S.A. Al-Hilifi; Department of Food Science, College of Agriculture, University of Basrah, Basrah, 61004, Iraq; email: sawsan.hameed@uobasrah.edu.iq; V. Agarwal; Cluster for Advanced Macromolecular Design (CAMD), School of Chemical Engineering, University of New South Wales, Sydney, 2052, Australia; email: agarwalvipul84@gmail.com"
"Stefanowska K.; Woźniak M.; Majka J.; Sip A.; Mrówczyńska L.; Waśkiewicz A.; Kozak W.; Dobrucka R.; Ratajczak I.","Stefanowska, Karolina (58123572300); Woźniak, Magdalena (55957426700); Majka, Jerzy (25622456600); Sip, Anna (35759662700); Mrówczyńska, Lucyna (6506340329); Waśkiewicz, Agnieszka (24072454800); Kozak, Wojciech (23108979000); Dobrucka, Renata (55886435400); Ratajczak, Izabela (6507771358)","58123572300; 55957426700; 25622456600; 35759662700; 6506340329; 24072454800; 23108979000; 55886435400; 6507771358","A new approach to obtain chitosan films – Characteristics of films prepared with tea and coffee kombucha as natural chitosan solvents","2023","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151432346&doi=10.1016%2fj.indcrop.2023.116634&partnerID=40&md5=6bfcfcb26d4fc42e84af9c8658f1e691","K. Stefanowska; Department of Chemistry, Faculty of Forestry and Wood Technology, Poznan University of Life Sciences, Poznań, Wojska Polskiego 75, 60625, Poland; email: karolina.stanicka@up.poznan.pl"
"Pan X.; Chen G.; Xu T.; Kong L.; Li X.; Li D.; Mu C.; Xu Z.; Ge L.","Pan, Xiaxi (58138422300); Chen, Guixin (57695701400); Xu, Ting (58030235000); Kong, Lingyue (58137297000); Li, Xinying (54386925600); Li, Defu (57194614861); Mu, Changdao (7005915405); Xu, Zhilang (57223361831); Ge, Liming (56031197600)","58138422300; 57695701400; 58030235000; 58137297000; 54386925600; 57194614861; 7005915405; 57223361831; 56031197600","Gelatin-Based Active Edible Film with pH-Sensing for Maintaining and Monitoring Fish Freshness","2023","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166754458&doi=10.1021%2facsfoodscitech.3c00175&partnerID=40&md5=f9ac6a83f2fcc305ad2834f29dcd729d","Z. Xu; Department of Pharmaceutics and Bioengineering, School of Chemical Engineering, Sichuan University, Chengdu, 610065, China; email: xuzhilang@scu.edu.cn; L. Ge; Department of Pharmaceutics and Bioengineering, School of Chemical Engineering, Sichuan University, Chengdu, 610065, China; email: geliming@scu.edu.cn"
"Said N.S.; Howell N.K.; Sarbon N.M.","Said, N.S. (57211398275); Howell, Nazlin K. (7103262006); Sarbon, N.M. (56426583500)","57211398275; 7103262006; 56426583500","A Review on Potential Use of Gelatin-based Film as Active and Smart Biodegradable Films for Food Packaging Application","2023","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107508077&doi=10.1080%2f87559129.2021.1929298&partnerID=40&md5=2876028923fd8cffe1464ae285764eae","N.M. Sarbon; School of Food Science and Technology, Universiti Malaysia Terengganu, Kuala Nerus, 21300, Malaysia; email: norizah@umt.edu.my"
"Singh A.; Mittal A.; Benjakul S.","Singh, Avtar (55757781722); Mittal, Ajay (57213507131); Benjakul, Soottawat (35588706600)","55757781722; 57213507131; 35588706600","Chitosan, Chitooligosaccharides and Their Polyphenol Conjugates: Preparation, Bioactivities, Functionalities and Applications in Food Systems","2023","15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110885096&doi=10.1080%2f87559129.2021.1950176&partnerID=40&md5=b570bfc9e969cc370e9896a5278f7db8","S. Benjakul; International Center of Excellence in Seafood Science and Innovation (ICE-SSI), Faculty of Agro-Industry, Prince of Songkla University, Hat Yai, Songkhla, 90110, Thailand; email: soottawat.b@psu.ac.th"
"Wang Y.; Chen S.; Yao Y.; Wu N.; Xu M.; Yin Z.; Zhao Y.; Tu Y.","Wang, Yuyu (58044419000); Chen, Shuping (57131644300); Yao, Yao (56549273200); Wu, Na (55796030100); Xu, Mingsheng (56549256400); Yin, Zhongping (53664862900); Zhao, Yan (55342271700); Tu, Yonggang (55342093100)","58044419000; 57131644300; 56549273200; 55796030100; 56549256400; 53664862900; 55342271700; 55342093100","Effects of citric acid crosslinking on the structure and properties of ovotransferrin and chitosan composite films","2023","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145700577&doi=10.1016%2fj.ijbiomac.2022.12.187&partnerID=40&md5=d0e2a2ac80738eff0a397072a9228bb3","Y. Zhao; Jiangxi Key Laboratory of Natural Products and Functional Food, Jiangxi Agricultural University, Nanchang, 330045, China; email: zhaoyan@jxau.edu.cn"
"Hu Q.; Zhou F.; Ly N.K.; Ordyna J.; Peterson T.; Fan Z.; Wang S.","Hu, Qiaobin (57072279900); Zhou, Fang (57210561883); Ly, Ngoc Kim (58222118300); Ordyna, Jerryck (58223063400); Peterson, Tiffany (58221921700); Fan, Zhaoyang (26655396700); Wang, Shu (58075892500)","57072279900; 57210561883; 58222118300; 58223063400; 58221921700; 26655396700; 58075892500","Development of Multifunctional Nanoencapsulated trans-Resveratrol/Chitosan Nutraceutical Edible Coating for Strawberry Preservation","2023","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85156198626&doi=10.1021%2facsnano.3c01094&partnerID=40&md5=c499567b11dcba5a4ba27e981339508e","Z. Fan; School of Electrical, Computer and Energy Engineering, Arizona State University, Tempe, 85281, United States; email: zhaoyang.fan@asu.edu; S. Wang; College of Health Solutions, Arizona State University, Phoenix, 85004, United States; email: shu.wang.10@asu.edu"
"Bhatia S.; Al-Harrasi A.; Jawad M.; Shah Y.A.; Al-Azri M.S.; Ullah S.; Anwer M.K.; Aldawsari M.F.; Koca E.; Aydemir L.Y.","Bhatia, Saurabh (57992701900); Al-Harrasi, Ahmed (6506093146); Jawad, Muhammad (55648773200); Shah, Yasir Abbas (58134446100); Al-Azri, Mohammed Said (57677849600); Ullah, Sana (57203688005); Anwer, Md Khalid (16303126000); Aldawsari, Mohammed F. (57208085196); Koca, Esra (58135041800); Aydemir, Levent Yurdaer (53879441600)","57992701900; 6506093146; 55648773200; 58134446100; 57677849600; 57203688005; 16303126000; 57208085196; 58135041800; 53879441600","A Comparative Study of the Properties of Gelatin (Porcine and Bovine)-Based Edible Films Loaded with Spearmint Essential Oil","2023","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163851083&doi=10.3390%2fbiomimetics8020172&partnerID=40&md5=eb50518872d31b7da0bb6102187799b4","S. Bhatia; Natural and Medical Sciences Research Center, University of Nizwa, Nizwa, P.O. Box 33, Birkat Al Mauz, 616, Oman; email: sbsaurabhbhatia@gmail.com; A. Al-Harrasi; Natural and Medical Sciences Research Center, University of Nizwa, Nizwa, Birkat Al Mauz, P.O. Box 33, 616, Oman; email: aharrasi@unizwa.edu.om"
"Ali L.M.; Ahmed A.E.-R.A.E.-R.; Hasan H.E.-S.; Suliman A.E.-R.E.; Saleh S.S.","Ali, Liela Mohamed (57211752752); Ahmed, Abd El-Rahman Abd El-Raouf (57211315670); Hasan, Helmy El-Sayed (57218630725); Suliman, Ahmed El-Raie Emam (57215671109); Saleh, Sherif Saied (57213594164)","57211752752; 57211315670; 57218630725; 57215671109; 57213594164","Quality characteristics of strawberry fruit following a combined treatment of laser sterilization and guava leaf-based chitosan nanoparticle coating","2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141197995&doi=10.1186%2fs40538-022-00343-x&partnerID=40&md5=ceb5987c13755364fa4d8fe22b17c6df","L.M. Ali; Agricultural Engineering Research Institute, Agricultural Research Center, Giza, Dokki, P.O. Box 256, 12611, Egypt; email: Liela.ali@arc.sci.eg"
