Chi,Gel,Gly,Pec,Sta,Oil,T(°C),%RH,t(h),TS,WVP,%E
0.922,0.23,0.194,0.0,0.461,2.927,60,50.0,18,36.36,81.7,51.2
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,28.83,60.8,110.7
2.0,0.0,0.0,0.0,0.0,1.18,26,0.0,72,9.45,0.63,4.86
1.0,0.0,1.25,0.0,0.0,0.0,40,75.0,2,9.25,27.24,48.7
0.998,0.0,0.2,0.0,0.0,0.5,25,53.0,48,65.0,17.0,7.0
1.0,1.0,0.0,0.0,0.0,0.0,40,50.0,140,64.3,96.0,13.7
0.998,0.0,0.3,0.0,0.0,0.0,40,54.0,24,231.0,92.2,1.5
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
1.0,0.0,0.2,0.0,0.0,2.495,21,57.0,24,44.4,9.65,30.2
0.24,0.5,1.26,0.0,0.0,0.0,25,58.0,12,3.2,7.68,63.39
0.998,0.0,0.3,0.0,0.0,0.0,40,54.0,24,231.0,92.2,1.5
1.0,0.0,0.0,0.0,0.0,0.0,22,57.0,46,55.83,92.28,4.58
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,656.0,79.3,2.77
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,2.5
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
1.0,0.0,0.2,0.0,0.0,4.557,21,57.0,24,32.4,66.69,32.7
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.499,0.0,0.3,0.0,0.0,0.0,25,54.0,168,102.0,66.3,13.8
0.92,0.23,0.387,0.0,0.46,0.0,60,50.0,18,49.4,8.6,100.4
0.0,1.972,1.775,0.0,0.0,0.0,25,45.0,12,5.33,0.02,27.23
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.998,0.0,0.299,0.0,0.0,0.0,22,50.0,26,55.83,10.2,37.67
0.92,0.0,0.387,0.0,0.92,0.5,60,50.0,18,62.4,92.2,100.3
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,18.9,57.8,75.4
0.998,0.0,0.3,0.0,0.0,0.0,40,54.0,24,231.0,92.2,1.5
0.998,0.0,0.3,0.0,0.0,0.0,40,54.0,24,231.0,92.2,1.5
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,33.89,81.7,100.1
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
1.0,0.0,0.2,0.0,0.459,0.0,60,57.0,18,16.71,9.65,100.2
0.499,0.0,0.3,0.0,0.0,0.0,25,54.0,168,107.0,72.5,13.8
0.998,0.0,0.299,0.0,0.0,0.0,40,50.0,140,44.9,10.2,16.9
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.23,0.387,0.0,0.46,0.0,60,50.0,18,49.4,80.6,100.4
0.922,0.461,0.194,0.0,0.922,0.0,60,50.0,18,34.86,87.5,21.5
0.922,0.23,0.194,0.0,0.0,0.125,24,50.0,72,22.64,101.7,12.03
2.0,0.0,0.0,0.0,0.0,1.18,26,0.0,72,9.45,0.63,4.86
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.998,0.0,0.3,0.0,0.0,0.0,40,54.0,24,231.0,92.2,1.5
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,656.0,79.3,2.77
0.498,1.992,0.498,0.0,0.0,0.0,30,53.0,24,31.0,13.0,9.3
0.92,0.0,0.387,0.0,1.38,0.0,60,50.0,36,22.6,101.2,50.3
0.92,0.23,0.387,0.0,1.38,0.0,60,50.0,18,33.36,80.6,50.3
0.919,0.0,0.579,0.0,1.38,0.0,60,50.0,18,33.36,57.8,51.7
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,18.9,57.8,75.4
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,34.85,81.7,100.1
0.92,0.46,0.387,0.0,0.92,0.0,60,50.0,18,33.36,94.7,100.3
1.984,0.0,0.579,0.0,0.919,0.0,60,50.0,18,18.9,13.61,75.4
0.922,0.23,0.194,0.0,1.382,0.0,60,50.0,18,39.89,81.7,4.51
0.922,0.23,0.194,0.0,0.461,0.0,60,50.0,18,36.46,96.1,51.2
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,28.83,60.8,110.7
2.0,0.0,0.0,0.0,0.0,0.0,22,0.0,48,143.2,0.34,5.5
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.998,0.0,0.3,0.0,0.0,0.0,25,54.0,12,24.31,92.2,15.5
0.24,0.36,1.4,0.0,0.0,0.0,25,58.0,36,22.6,7.68,37.54
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.92,0.0,0.387,0.0,0.46,0.0,60,50.0,18,37.64,92.2,100.4
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,18.9,57.8,75.4
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,31.0,0.27,2.77
0.24,0.5,1.26,0.0,0.0,0.0,25,58.0,12,8.8,7.68,63.39
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
1.0,0.0,0.2,0.0,0.0,0.0,21,57.0,24,627.5,27.77,22.7
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
0.986,0.986,1.775,0.0,0.0,0.0,25,45.0,14,31.47,0.02,29.77
0.498,1.992,0.498,0.0,0.0,0.0,30,53.0,24,25.0,13.0,9.3
0.498,1.992,0.498,0.0,0.0,0.57,30,53.0,24,46.0,13.0,9.3
0.92,0.23,0.387,0.0,0.46,0.0,60,50.0,18,49.4,80.6,100.4
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.92,0.23,0.387,0.0,0.46,0.0,60,50.0,18,42.4,81.7,100.8
0.786,1.179,0.982,0.0,0.0,0.5,24,33.0,72,13.86,0.86,12.7
0.794,1.191,0.992,0.0,0.0,0.0,24,33.0,72,23.88,0.13,11.55
0.986,0.986,1.775,0.0,0.0,0.0,25,45.0,14,38.87,0.02,29.77
0.922,0.23,0.194,0.0,1.382,0.0,60,50.0,18,39.89,81.7,4.51
1.0,0.0,0.2,0.0,0.0,2.519,21,57.0,24,72.5,44.56,24.5
0.981,0.0,0.0,0.0,0.0,0.0,25,60.0,168,309.0,92.0,6.0
0.699,0.0,0.5,0.0,0.919,0.0,60,54.0,18,18.9,38.5,75.4
0.993,0.0,0.199,0.0,0.0,0.57,30,60.0,24,46.0,25.2,9.8
1.972,0.0,1.775,0.0,0.0,0.0,25,45.0,14,8.91,0.03,27.64
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,38.85,81.7,100.1
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.0,2.0,0.829,0.0,0.0,0.0,25,53.0,12,8.87,9.08,36.5
1.0,0.0,0.2,0.0,0.0,1.247,21,54.0,24,94.8,25.4,15.9
1.333,1.333,0.0,0.0,0.0,4.0,22,50.0,48,95.2,72.0,6.5
0.92,0.0,0.388,0.0,1.38,0.0,60,50.0,18,33.36,92.2,50.3
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,33.89,80.6,100.4
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,28.83,60.8,110.7
0.0,2.0,0.829,0.0,0.0,0.0,25,53.0,12,8.87,9.08,36.5
1.0,0.0,1.25,0.0,0.0,0.0,40,75.0,140,44.9,27.24,16.9
0.499,0.0,0.3,0.0,0.0,0.0,2,54.0,336,351.0,72.5,8.51
0.499,0.0,0.3,0.0,0.0,0.0,40,54.0,24,103.0,38.5,2.46
1.0,0.0,0.2,0.0,0.0,2.495,21,57.0,24,44.4,66.69,32.9
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.24,0.06,1.4,0.3,0.0,0.0,25,58.0,12,29.16,7.68,17.56
2.0,0.0,0.0,0.0,0.0,0.0,22,50.0,48,123.2,31.0,5.5
0.24,0.5,0.96,0.3,0.0,0.75,25,58.0,12,12.33,7.68,27.18
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.92,0.0,0.387,0.0,1.38,0.0,60,50.0,18,63.89,101.2,50.3
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.919,0.23,0.599,0.0,0.92,0.0,60,50.0,18,33.36,96.1,100.3
1.0,0.0,0.2,0.0,0.0,0.0,21,57.0,24,13.0,44.4,10.2
1.0,0.0,0.2,0.0,0.0,1.519,21,57.0,24,71.2,25.4,12.7
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.0,0.5,1.4,0.1,0.0,0.0,25,58.0,12,24.31,7.68,15.91
0.24,0.5,1.26,0.0,0.0,0.0,25,58.0,12,3.2,7.68,63.39
1.0,0.0,0.2,0.0,0.0,2.495,21,57.0,24,44.4,9.65,30.2
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,28.83,60.8,110.7
1.0,0.0,0.2,0.0,0.0,3.927,21,57.0,24,36.3,44.4,30.2
0.499,0.0,0.3,0.0,0.0,0.0,40,54.0,24,656.0,38.5,2.46
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
1.972,0.0,1.775,0.0,0.0,0.0,25,45.0,14,22.16,0.03,27.64
0.92,0.0,0.387,0.0,0.46,0.0,60,50.0,18,13.63,101.2,50.3
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.792,1.188,1.497,0.0,0.0,0.0,25,33.0,12,3.44,0.27,72.26
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,39.43,81.7,100.3
0.792,1.188,0.99,0.0,0.0,0.65,24,33.0,72,14.06,0.27,12.33
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.992,0.0,0.0,0.0,0.0,0.0,25,60.0,48,110.0,86.0,5.5
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.499,0.0,0.3,0.0,0.0,0.0,2,54.0,336,310.0,40.2,8.51
1.0,0.0,0.0,0.0,0.0,0.0,40,75.0,140,44.9,105.49,13.7
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,43.89,81.7,100.1
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.79,1.185,0.991,0.0,0.0,0.125,24,33.0,72,22.64,0.75,12.03
2.0,0.0,0.0,0.0,0.0,0.0,26,0.0,72,6.11,0.54,5.46
0.998,0.0,0.2,0.0,0.0,0.0,30,54.0,24,55.0,26.5,5.7
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
1.0,0.0,0.2,0.0,0.0,4.557,21,57.0,24,32.4,66.69,32.7
0.992,0.0,0.0,0.0,0.0,0.0,25,60.0,168,309.0,86.0,5.5
0.24,0.06,1.4,0.3,0.0,0.0,25,58.0,12,22.56,7.68,15.91
0.993,0.0,0.199,0.0,0.0,0.57,30,60.0,24,46.0,65.0,9.8
0.987,0.0,0.0,0.0,0.0,2.0,25,50.0,48,50.0,92.2,6.0
1.0,0.0,0.0,0.0,0.0,0.0,22,57.0,46,55.83,9.65,4.58
0.922,0.0,0.389,0.0,0.46,0.0,60,50.0,18,49.4,57.8,100.4
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,32.85,92.2,100.1
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,34.86,92.2,100.3
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,38.85,81.7,100.1
0.92,0.46,0.387,0.0,0.92,0.0,60,50.0,18,33.89,94.7,100.8
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
1.0,0.0,0.0,0.0,0.0,0.5,22,54.0,48,62.2,42.4,2.77
0.24,0.5,0.96,0.3,0.0,0.0,25,58.0,12,22.56,7.68,27.18
0.922,0.0,0.194,0.0,0.922,0.0,60,54.0,18,39.23,79.8,8.9
0.998,0.0,0.0,0.0,0.0,0.5,25,60.0,48,64.0,130.2,7.0
0.0,0.5,1.2,0.3,0.0,0.0,25,58.0,12,22.4,7.68,145.68
0.92,0.0,0.387,0.0,0.46,0.0,60,50.0,18,46.4,101.2,100.4
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.46,0.387,0.0,0.92,0.0,60,50.0,18,33.36,94.7,100.3
0.922,0.23,0.194,0.0,1.382,0.0,60,50.0,18,39.89,81.7,4.51
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
2.0,0.0,0.0,0.0,0.0,2.231,26,0.0,72,30.92,0.56,11.03
1.496,0.0,0.3,0.0,0.0,0.0,25,50.0,168,309.0,71.2,26.5
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
2.0,0.0,0.0,0.0,0.0,1.18,26,0.0,72,9.45,0.3,4.02
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.998,0.0,0.3,0.0,0.0,0.0,2,54.0,336,351.0,92.2,40.4
0.24,0.36,1.4,0.0,0.0,0.0,25,58.0,12,27.87,7.68,37.54
0.24,0.5,1.26,0.0,0.0,0.0,25,58.0,12,120.2,7.68,63.39
1.972,0.0,1.775,0.0,0.0,0.0,25,45.0,14,8.91,0.03,27.23
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,32.85,101.2,100.1
0.92,0.46,0.387,0.0,0.92,0.0,60,50.0,18,33.36,94.7,100.3
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,38.85,81.7,100.1
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,39.45,81.7,100.1
0.79,1.185,0.987,0.0,0.0,0.55,24,33.0,72,14.05,0.75,12.75
0.919,0.459,0.579,0.0,0.459,0.0,60,50.0,18,16.71,60.8,100.2
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,10.2,7.68,63.39
0.1,0.5,1.4,0.0,0.0,0.0,25,58.0,12,5.72,7.68,72.26
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.0,2.0,0.829,0.0,0.0,0.0,25,53.0,12,8.87,9.08,36.5
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,656.0,79.3,2.77
1.0,0.0,0.2,0.0,0.0,2.495,21,57.0,24,44.4,9.65,30.2
0.0,3.975,0.795,0.0,0.0,0.0,30,53.0,24,127.0,8.0,6.4
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,656.0,79.3,2.77
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.998,0.0,0.3,0.0,0.0,0.0,2,50.0,336,351.0,10.2,42.4
1.333,1.333,0.0,0.0,0.0,0.0,22,50.0,48,120.8,72.0,6.5
0.92,0.0,0.387,0.0,1.378,0.0,60,50.0,18,26.4,92.2,100.3
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,39.63,81.7,100.1
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.499,0.0,0.3,0.0,0.0,0.0,2,60.0,336,120.0,96.0,8.51
0.0,1.972,1.775,0.0,0.0,0.0,25,45.0,48,110.0,0.02,27.23
0.92,0.0,0.387,0.0,1.38,0.0,60,50.0,18,34.86,101.2,50.3
0.922,0.0,0.194,0.0,0.922,0.0,60,54.0,18,39.23,40.8,8.9
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,34.85,81.7,100.1
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,72.45,81.7,100.1
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,48.9,60.8,75.4
0.922,0.461,0.194,0.0,0.922,0.0,60,50.0,18,39.23,87.5,8.9
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,25.4,6.61,75.4
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.97,0.0,0.0,0.0,0.0,0.0,25,60.0,48,113.0,65.0,1.7
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
1.4,0.0,0.0,0.0,0.0,0.0,60,62.0,24,78.0,78.88,21.35
1.0,0.0,0.2,0.0,0.0,2.357,21,57.0,24,32.4,76.63,41.1
0.92,0.23,0.387,0.0,0.46,0.0,60,50.0,18,49.4,80.6,100.4
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,91.2,70.6
0.919,0.23,0.579,0.0,0.0,0.0,22,50.0,25,36.85,96.1,2.02
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,28.83,60.8,110.7
2.0,0.0,0.0,0.0,0.0,0.0,26,0.0,72,6.01,0.63,4.86
0.998,0.0,0.3,0.0,0.0,0.0,40,54.0,24,231.0,92.2,1.5
1.0,0.0,0.2,0.0,0.0,0.0,40,57.0,140,44.9,76.63,16.9
0.998,0.0,0.299,0.0,0.0,0.0,40,50.0,140,44.9,10.2,16.9
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,34.89,81.7,100.8
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.922,0.461,0.194,0.0,0.922,0.0,60,50.0,18,39.23,87.5,20.5
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
1.0,0.0,0.2,0.0,0.0,2.495,21,57.0,24,44.4,9.65,30.2
0.998,0.0,0.0,0.0,0.0,2.0,25,60.0,48,50.0,130.2,6.0
0.24,0.5,1.26,0.0,0.0,0.0,25,58.0,12,3.2,7.68,63.39
1.496,0.0,0.3,0.0,0.0,0.0,2,54.0,336,398.0,0.27,7.72
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,28.83,57.8,110.5
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,28.83,60.8,110.7
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,31.2,7.68,63.39
2.0,0.0,0.0,0.0,0.0,0.27,26,0.0,72,17.67,0.54,4.02
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,44,25.0,0.27,26.5
1.333,1.333,0.0,0.0,0.0,0.0,25,50.0,48,113.0,72.0,24.7
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,33.36,92.2,100.3
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.498,1.992,0.498,0.0,0.0,0.57,30,53.0,24,46.0,13.0,9.3
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,28.83,60.8,110.7
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,231.0,0.27,2.77
0.24,0.36,1.4,0.0,0.0,0.0,25,58.0,36,22.6,7.68,37.54
1.0,0.0,0.2,0.0,0.0,2.927,21,57.0,24,36.3,66.69,42.8
1.333,1.333,0.0,0.0,0.0,0.0,22,50.0,48,143.2,72.0,6.5
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,33.36,92.2,100.3
0.922,0.461,0.194,0.0,0.922,0.0,60,50.0,18,29.33,87.5,21.5
2.0,0.0,0.0,0.0,0.0,0.27,26,0.0,72,17.67,0.63,4.02
0.998,0.0,0.3,0.0,0.0,0.0,40,54.0,24,231.0,92.2,1.5
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.998,0.0,0.0,0.0,0.0,2.0,25,60.0,48,50.0,130.2,6.0
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,656.0,79.3,2.77
1.0,0.0,0.2,0.0,0.0,3.742,21,57.0,24,27.4,27.47,32.7
0.499,0.0,0.3,0.0,0.0,0.0,2,54.0,336,351.0,72.5,8.51
1.333,1.333,0.0,0.0,0.0,0.0,22,50.0,48,143.2,72.0,6.5
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,34.89,81.7,100.8
0.922,0.0,0.194,0.0,0.461,0.0,60,50.0,18,36.46,70.3,51.2
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,28.83,60.8,110.7
0.998,0.0,0.3,0.0,0.0,0.0,40,54.0,24,231.0,92.2,1.5
1.0,0.0,0.2,0.0,0.0,1.519,21,57.0,24,71.2,44.4,10.2
0.998,0.0,0.0,0.0,0.0,2.0,25,60.0,48,50.0,130.2,6.0
1.0,0.0,0.2,0.0,0.0,4.557,21,57.0,24,32.4,63.19,42.8
0.24,0.36,1.4,0.0,0.0,0.0,25,58.0,47,25.0,7.68,37.54
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
1.496,0.23,0.3,0.0,0.0,0.0,2,50.0,336,398.0,81.7,7.72
0.0,1.972,1.775,0.0,0.0,0.0,25,45.0,12,8.41,0.02,27.23
0.92,0.23,0.387,0.0,0.46,0.0,60,50.0,18,49.4,80.6,100.4
0.922,0.0,0.194,0.0,0.922,0.0,60,50.0,18,33.23,70.3,8.9
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
0.986,0.986,1.775,0.0,0.0,0.0,25,45.0,12,6.42,0.02,125.98
0.794,1.191,0.992,0.0,0.0,0.125,24,33.0,72,22.64,0.13,12.05
0.793,1.189,0.991,0.0,0.0,0.155,24,33.0,72,12.05,0.24,12.03
1.0,0.0,1.25,0.0,0.0,0.0,40,75.0,2,9.25,27.24,48.7
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.992,0.0,0.0,0.0,0.0,0.0,25,60.0,48,63.0,86.0,5.5
0.24,0.5,1.26,0.0,0.0,0.0,25,58.0,12,3.2,7.68,63.39
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
1.003,0.0,0.0,0.0,0.0,0.5,25,60.0,168,60.0,124.0,22.0
0.24,0.06,1.4,0.3,0.0,0.0,25,58.0,12,22.56,7.68,15.91
0.922,0.0,0.194,0.0,0.922,0.0,60,50.0,18,30.76,70.3,21.5
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.792,1.188,0.99,0.0,0.0,0.125,24,33.0,72,22.64,0.27,12.33
0.922,0.461,0.194,0.0,0.922,2.927,60,50.0,18,36.36,87.5,21.5
0.998,0.0,0.0,0.0,0.0,0.5,25,54.0,48,65.0,92.2,7.0
0.998,0.0,0.3,0.0,0.0,0.0,40,54.0,24,231.0,92.2,1.5
1.0,0.0,0.2,0.0,0.0,1.951,21,57.0,24,42.2,76.63,24.5
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,656.0,79.3,2.77
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.24,0.5,0.96,0.3,0.0,0.0,25,58.0,18,16.71,7.68,27.18
1.333,1.333,0.0,0.0,0.0,0.0,22,50.0,48,393.2,72.0,6.5
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.92,0.23,0.387,0.0,0.46,0.0,60,50.0,18,49.4,80.6,100.4
0.922,0.0,0.194,0.0,0.922,0.0,60,50.0,18,39.23,72.5,8.9
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,59.87,81.7,100.1
0.992,0.0,0.0,0.0,0.0,2.0,25,60.0,48,55.0,86.0,5.5
0.981,0.0,0.0,0.0,0.0,2.0,25,50.0,48,50.0,50.0,6.0
1.0,0.0,0.2,0.0,0.0,4.557,21,57.0,24,32.4,9.65,41.1
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.499,0.0,0.3,0.0,0.0,0.0,2,54.0,336,396.0,72.5,8.51
1.0,0.0,1.25,0.0,0.0,0.0,40,57.0,140,8.7,44.56,48.7
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.0,3.886,0.777,0.0,0.0,0.0,30,53.0,24,45.0,11.0,51.0
0.499,0.0,0.3,0.0,0.0,0.0,2,54.0,336,120.0,40.4,8.51
1.0,0.0,0.2,0.0,0.0,4.557,21,57.0,24,42.4,76.63,41.1
0.498,1.992,0.498,0.0,0.0,2.0,30,53.0,24,58.0,13.0,9.3
0.998,0.0,0.299,0.0,0.0,0.0,40,50.0,140,44.9,10.2,16.9
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,32.85,92.2,100.1
0.922,0.0,0.194,0.0,0.922,0.0,60,50.0,18,39.23,75.3,8.9
0.92,0.46,0.387,0.0,0.92,0.0,60,50.0,18,33.36,94.7,100.3
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,33.89,80.6,100.3
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,38.85,81.7,100.1
0.922,0.0,0.194,0.0,0.922,0.0,60,57.0,18,39.23,76.63,8.9
0.794,1.191,0.992,0.0,0.0,0.125,24,33.0,72,22.64,0.13,11.05
0.498,1.992,0.498,0.0,0.0,0.57,30,53.0,24,46.0,13.0,9.3
0.794,1.191,0.992,0.0,0.0,0.0,24,33.0,72,6.01,0.13,18.9
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,18.9,57.8,75.4
